snapped_at,price
2023-04-20,18.94763754801823
2023-04-21,18.317660231710942
2023-04-22,16.9485270129361
2023-04-23,17.264053723501284
2023-04-24,16.880255150656595
2023-04-25,16.936320158963312
2023-04-26,17.658059636599344
2023-04-27,17.16601372515585
2023-04-28,17.730408398398225
2023-04-29,17.562968323100147
2023-04-30,17.466930628578538
2023-05-01,17.204306921502482
2023-05-02,16.67019143615944
2023-05-03,16.857812002685325
2023-05-04,17.208894417259778
2023-05-05,16.92211432485042
2023-05-06,17.383761741567255
2023-05-07,16.63156150081212
2023-05-08,16.491125022441114
2023-05-09,15.42298587620517
2023-05-10,15.319198346386747
2023-05-11,15.557381540383508
2023-05-12,14.981793694660062
2023-05-13,15.198057905264859
2023-05-14,14.93717101604428
2023-05-15,15.0164888356189
2023-05-16,15.110057488061647
2023-05-17,14.90027704961622
2023-05-18,15.162435348721905
2023-05-19,14.698467372931706
2023-05-20,14.682230868556754
2023-05-21,14.616965553087333
2023-05-22,14.322345338838467
2023-05-23,14.679118586626313
2023-05-24,14.714389850057099
2023-05-25,14.150876615660197
2023-05-26,14.08835498323685
2023-05-27,14.381638238666378
2023-05-28,14.534478739377015
2023-05-29,14.94047234258693
2023-05-30,14.482552161905009
2023-05-31,14.442544612052256
2023-06-01,14.133600323313791
2023-06-02,14.116319018021239
2023-06-03,14.488062308247116
2023-06-04,14.580805051368221
2023-06-05,14.80706644613431
2023-06-06,13.906856331054
2023-06-07,14.632893078531817
2023-06-08,14.030547397648162
2023-06-09,13.933305173798416
2023-06-10,13.75151769019344
2023-06-11,11.688051900402847
2023-06-12,11.564757958750052
2023-06-13,11.531427617904114
2023-06-14,11.768973450938061
2023-06-15,11.369694920725353
2023-06-16,11.395589396750884
2023-06-17,11.533506674640858
2023-06-18,11.606043939674366
2023-06-19,11.332781561960172
2023-06-20,11.439460517557322
2023-06-21,12.096991561043767
2023-06-22,12.931008773938977
2023-06-23,12.671686090608144
2023-06-24,13.268480737892002
2023-06-25,13.018612447320848
2023-06-26,13.431952874596254
2023-06-27,13.146802772656798
2023-06-28,13.205378846371477
2023-06-29,12.341270359560067
2023-06-30,12.683884296888582
2023-07-01,13.018978929737086
2023-07-02,12.99142364950765
2023-07-03,13.088179744076031
2023-07-04,13.212909698997555
2023-07-05,13.032961148230354
2023-07-06,12.672387928757542
2023-07-07,12.40830198864817
2023-07-08,12.735629726745035
2023-07-09,13.65483159895106
2023-07-10,13.596404507987197
2023-07-11,13.382813002826142
2023-07-12,13.257633725568384
2023-07-13,13.037880668461769
2023-07-14,14.073462407373563
2023-07-15,14.621205544885267
2023-07-16,14.827655656753654
2023-07-17,14.296980069800462
2023-07-18,14.430244745235264
2023-07-19,13.785500365558027
2023-07-20,14.003988901794393
2023-07-21,13.846493472609415
2023-07-22,13.98657852561557
2023-07-23,13.46028547938817
2023-07-24,13.554559671033365
2023-07-25,13.112016761047128
2023-07-26,13.342365606007418
2023-07-27,13.263778571739907
